Fytoken,Symbol Details,Tick size,ISIN,NSE_SYMBOL,SYMBOL
10100000001086,SDL UP 6.6% 2030,0.01,IN3320200170,NSE:66UP30-SG,66UP30
101000000010865,GVP INFOTECH LIMITED,0.05,INE382T01030,NSE:GVPTECH-EQ,GVPTECH
101000000010871,GRM OVERSEAS LIMITED,0.05,INE192H01020,NSE:GRMOVER-EQ,GRMOVER
101000000010876,HDFCAMC - HDFCSILVER,0.01,INF179KC1DI2,NSE:HDFCSILVER-EQ,HDFCSILVER
101000000010879,SBIAMC - SFMP64DD,0.01,INF200KA18N3,NSE:SFMP64DD-MF,SFMP64DD
101000000010880,SBIAMC - SFMP64DR,0.01,INF200KA16N7,NSE:SFMP64DR-MF,SFMP64DR
101000000010881,SBIAMC - SFMP64GD,0.01,INF200KA17N5,NSE:SFMP64GD-MF,SFMP64GD
101000000010882,SBIAMC - SFMP64GR,0.01,INF200KA15N9,NSE:SFMP64GR-MF,SFMP64GR
101000000010885,JFL LIFE SCIENCES LIMITED,0.05,INE0LA901015,NSE:JFLLIFE-SM,JFLLIFE
101000000010889,JAY JALARAM TECHNO LTD,0.05,INE0J6801010,NSE:KORE-SM,KORE
101000000010893,DHAMPUR BIO ORGANICS LTD,0.05,INE0I3401014,NSE:DBOL-EQ,DBOL
101000000010898,AMEYA PRECISION ENG LTD,0.05,INE0KT901015,NSE:AMEYA-SM,AMEYA
10100000001090,SDL MZ 6.84% 2034,0.01,IN2520200063,NSE:684MZ34-SG,684MZ34
101000000010902,SDL TS 7.45% 2030,0.01,IN4520220141,NSE:745TS30-SG,745TS30
101000000010904,SDL TS 7.47% 2031,0.01,IN4520220158,NSE:747TS31-SG,747TS31
101000000010905,GENESYS INTL CORPN LTD,0.05,INE727B01026,NSE:GENESYS-EQ,GENESYS
101000000010906,SDL AS 7.53% 2032,0.01,IN1220220090,NSE:753AS32-SG,753AS32
101000000010907,SDL PN 7.58% 2042,0.01,IN2820220084,NSE:758PN42-SG,758PN42
101000000010911,SDL AP 7.58% 2040,0.01,IN1020220472,NSE:758AP40-SG,758AP40
101000000010912,SDL GA 7.58% 2037,0.01,IN1420220023,NSE:758GA37-SG,758GA37
101000000010913,SDL AP 7.58% 2042,0.01,IN1020220480,NSE:758AP42-SG,758AP42
10100000001092,SDL KA 6.75% 2034,0.01,IN1920200400,NSE:675KA34-SG,675KA34
101000000010923,SDL BR 7.53% 2032,0.01,IN1320220040,NSE:753BR32-SG,753BR32
101000000010925,GODREJ INDUSTRIES LTD,0.05,INE233A01035,NSE:GODREJIND-EQ,GODREJIND
101000000010931,GOI LOAN  7.36% 2052,0.01,IN0020220086,NSE:736GS2052-GS,736GS2052
101000000010939,NIP IND ETF JUNIOR BEES,0.01,INF732E01045,NSE:JUNIORBEES-EQ,JUNIORBEES
101000000010940,DIVI S LABORATORIES LTD,0.05,INE361B01024,NSE:DIVISLAB-EQ,DIVISLAB
101000000010945,TAMILNAD MERCA BANK LTD,0.05,INE668A01016,NSE:TMB-EQ,TMB
101000000010948,THE STATE TRADING CORPN,0.05,INE655A01013,NSE:STCINDIA-EQ,STCINDIA
10100000001095,SDL MP 6.79% 2040,0.01,IN2120200216,NSE:679MP40-SG,679MP40
101000000010955,SDL HR 7.45% 2032,0.01,IN1620220211,NSE:745HR32-SG,745HR32
101000000010956,SDL BR 7.45% 2032,0.01,IN1320220057,NSE:745BR32-SG,745BR32
101000000010957,SDL MP 7.46% 2032,0.01,IN2120220024,NSE:746MP32-SG,746MP32
101000000010958,SDL HP 7.48% 2033,0.01,IN1720220061,NSE:748HP33-SG,748HP33
101000000010959,SDL HP 7.49% 2034,0.01,IN1720220079,NSE:749HP34-SG,749HP34
101000000010960,SDL HP 7.5% 2036,0.01,IN1720220087,NSE:75HP36-SG,75HP36
101000000010961,SDL HP 7.5% 2037,0.01,IN1720220095,NSE:75HP37-SG,75HP37
101000000010962,SDL AP 7.45% 2040,0.01,IN1020220498,NSE:745AP40-SG,745AP40
101000000010963,SDL AP 7.45% 2042,0.01,IN1020220506,NSE:745AP42-SG,745AP42
101000000010964,SDL TS 7.46% 2048,0.01,IN4520220166,NSE:746TS48-SG,746TS48
101000000010965,SDL TS 7.46% 2049,0.01,IN4520220174,NSE:746TS49-SG,746TS49
101000000010966,SDL SK 7.45% 2032,0.01,IN3020220023,NSE:745SK32-SG,745SK32
101000000010970,VIVIANA POWER TECH LTD,0.05,INE0MEG01014,NSE:VIVIANA-ST,VIVIANA
10100000001098,SDL TS 6.8% 2050,0.01,IN4520200218,NSE:68TS50A-SG,68TS50A
101000000010980,MEGA FLEX PLASTICS LTD,0.05,INE0G1D01014,NSE:MEGAFLEX-ST,MEGAFLEX
101000000010981,GOI LOAN  7.4% 2062,0.01,IN0020220094,NSE:74GS2062-GS,74GS2062
101000000010982,SABAR FLEX INDIA LIMITED,0.05,INE0DZ101013,NSE:SABAR-SM,SABAR
101000000010986,TAPI FRUIT PROCESSING LTD,0.05,INE0M7001010,NSE:TAPIFRUIT-SM,TAPIFRUIT
101000000010990,RADICO KHAITAN LTD,0.05,INE944F01028,NSE:RADICO-EQ,RADICO
101000000010993,INDO RAMA SYNTHETICS LTD,0.05,INE156A01020,NSE:INDORAMA-EQ,INDORAMA
101000000010999,MARUTI SUZUKI INDIA LTD.,0.05,INE585B01010,NSE:MARUTI-EQ,MARUTI
10100000001100,GARWARE TECH FIBRES LTD,0.05,INE276A01018,NSE:GARFIBRES-EQ,GARFIBRES
101000000011006,NIP IND ETF LIQUID BEES,0.01,INF732E01037,NSE:LIQUIDBEES-EQ,LIQUIDBEES
101000000011013,ISHAN INTERNATIONAL LTD,0.05,INE0LCW01025,NSE:ISHAN-ST,ISHAN
101000000011022,A B INFRABUILD LIMITED,0.05,INE00YB01017,NSE:ABINFRA-SM,ABINFRA
101000000011027,INFOBEANS TECHNO. LTD.,0.05,INE344S01016,NSE:INFOBEAN-EQ,INFOBEAN
101000000011033,SANGINITA CHEMICALS LTD,0.05,INE753W01010,NSE:SANGINITA-BE,SANGINITA
101000000011037,ICICIPRAMC - IPRU5008,0.01,INF109KC15I8,NSE:BANKIETF-EQ,BANKIETF
101000000011039,DCM NOUVELLE LIMITED,0.05,INE08KP01019,NSE:DCMNVL-EQ,DCMNVL
101000000011045,SATIA INDUSTRIES LIMITED,0.05,INE170E01023,NSE:SATIA-EQ,SATIA
101000000011050,SIRCA PAINT INDIA LIMITED,0.05,INE792Z01011,NSE:SIRCA-EQ,SIRCA
101000000011060,KSOLVES INDIA LIMITED,0.05,INE0D6I01015,NSE:KSOLVES-EQ,KSOLVES
101000000011062,SECUREKLOUD TECH LIMITED,0.05,INE650K01021,NSE:SECURKLOUD-BE,SECURKLOUD
101000000011065,NATH BIO-GENES (I) LTD,0.05,INE448G01010,NSE:NATHBIOGEN-EQ,NATHBIOGEN
101000000011072,AGRI-TECH (INDIA) LIMITED,0.05,INE449G01018,NSE:AGRITECH-EQ,AGRITECH
101000000011082,LIBAS CONSU PRODUCTS LTD,0.05,INE908V01012,NSE:LIBAS-EQ,LIBAS
101000000011094,SDL BR 7.55% 2032,0.01,IN1320220065,NSE:755BR32-SG,755BR32
101000000011095,SDL AS 7.55% 2032,0.01,IN1220220108,NSE:755AS32-SG,755AS32
101000000011096,SDL JK 7.57% 2034,0.01,IN4920220048,NSE:757JK34-SG,757JK34
101000000011097,SDL GA 7.58% 2037,0.01,IN1420220031,NSE:758GA37A-SG,758GA37A
10100000001110,DANGEE DUMS LIMITED,0.05,INE688Y01022,NSE:DANGEE-EQ,DANGEE
101000000011140,SUMIT WOODS LIMITED,0.05,INE748Z01013,NSE:SUMIT-EQ,SUMIT
101000000011149,SHRENIK LIMITED,0.05,INE632X01030,NSE:SHRENIK-EQ,SHRENIK
101000000011154,2.50%GOLDBONDS2027SR-II,0.01,IN0020190081,NSE:SGBJUL27-GB,SGBJUL27
101000000011155,CREATIVE NEWTECH LIMITED,0.05,INE985W01018,NSE:CREATIVE-EQ,CREATIVE
101000000011159,SDL WB 7.56% 2039,0.01,IN3420220102,NSE:756WB39-SG,756WB39
101000000011160,SDL TS 7.56% 2040,0.01,IN4520220182,NSE:756TS40-SG,756TS40
101000000011161,SDL WB 7.56% 2042,0.01,IN3420220110,NSE:756WB42-SG,756WB42
101000000011162,HARSHA ENGINEERS INT LTD,0.05,INE0JUS01029,NSE:HARSHA-EQ,HARSHA
101000000011165,COFFEE DAY ENTERPRISE LTD,0.05,INE335K01011,NSE:COFFEEDAY-EQ,COFFEEDAY
101000000011179,VARANIUM CLOUD LIMITED,0.05,INE0JOO01021,NSE:CLOUD-SM,CLOUD
101000000011184,IDFC FIRST BANK LIMITED,0.05,INE092T01019,NSE:IDFCFIRSTB-EQ,IDFCFIRSTB
101000000011192,2.50%GOLDBONDS2030SR-II,0.01,IN0020220078,NSE:SGBAUG30-GB,SGBAUG30
101000000011193,AXISAMC - AXISILVER,0.01,INF846K011K1,NSE:AXISILVER-EQ,AXISILVER
101000000011195,INTERGLOBE AVIATION LTD,0.05,INE646L01027,NSE:INDIGO-EQ,INDIGO
101000000011198,ANNAPURNA SWADISHT LTD,0.05,INE0MGM01017,NSE:ANNAPURNA-SM,ANNAPURNA
101000000011208,KANDARP DG SMART BPO LTD,0.05,INE0MOT01016,NSE:KANDARP-SM,KANDARP
101000000011212,S H KELKAR AND CO. LTD.,0.05,INE500L01026,NSE:SHK-EQ,SHK
101000000011214,NOIDA TOLL BRIDGE CO LTD,0.05,INE781B01015,NSE:NOIDATOLL-BE,NOIDATOLL
101000000011217,TIMES GUARANTY LIMITED,0.05,INE289C01025,NSE:TIMESGTY-BE,TIMESGTY
101000000011220,VARDHAMAN ACRYLICS LTD,0.05,INE116G01013,NSE:VARDHACRLC-EQ,VARDHACRLC
101000000011222,MAKS ENERGY SOL INDIA LTD,0.05,INE0CDK01019,NSE:MAKS-ST,MAKS
101000000011223,UCO BANK,0.05,INE691A01018,NSE:UCOBANK-EQ,UCOBANK
101000000011227,SEC RED NCD 10.35% SR. II,0.01,INE583D07307,NSE:UGROCAP-N6,UGROCAP
101000000011230,SEC RED NCD 10.50% SR.III,0.01,INE583D07315,NSE:UGROCAP-N7,UGROCAP
101000000011236,JINDAL STAINLESS LIMITED,0.05,INE220G01021,NSE:JSL-EQ,JSL
101000000011239,NALWA SONS INVESTMENT LTD,0.05,INE023A01030,NSE:NSIL-EQ,NSIL
101000000011241,HDFCAMC - HDFCGROWTH,0.01,INF179KC1DJ0,NSE:HDFCGROWTH-EQ,HDFCGROWTH
101000000011251,PERFECT INFRAENGINEER LTD,0.05,INE925S01012,NSE:PERFECT-ST,PERFECT
101000000011253,WELSPUN LIVING LIMITED,0.05,INE192B01031,NSE:WELSPUNLIV-EQ,WELSPUNLIV
101000000011255,HDFCAMC - HDFCQUAL,0.01,INF179KC1DL6,NSE:HDFCQUAL-EQ,HDFCQUAL
101000000011260,HDFCAMC - HDFCVALUE,0.01,INF179KC1DK8,NSE:HDFCVALUE-EQ,HDFCVALUE
101000000011262,INDRAPRASTHA GAS LTD,0.05,INE203G01027,NSE:IGL-EQ,IGL
101000000011265,TVS ELECTRONICS LTD,0.05,INE236G01019,NSE:TVSELECT-EQ,TVSELECT
10100000001127,GHCL LIMITED,0.05,INE539A01019,NSE:GHCL-EQ,GHCL
101000000011273,SDL GJ 7.49% 2026,0.01,IN1520220097,NSE:749GJ26-SG,749GJ26
101000000011274,DREDGING CORP OF INDIA,0.05,INE506A01018,NSE:DREDGECORP-BE,DREDGECORP
101000000011275,TV TODAY NETWORK LTD,0.05,INE038F01029,NSE:TVTODAY-EQ,TVTODAY
101000000011276,SDL PN 7.68% 2042,0.01,IN2820220092,NSE:768PN42-SG,768PN42
101000000011277,SDL MH 7.62% 2030,0.01,IN2220220106,NSE:762MH30A-SG,762MH30A
101000000011281,SDL AP 7.71% 2034,0.01,IN1020220522,NSE:771AP34-SG,771AP34
101000000011282,SDL BR 7.69% 2032,0.01,IN1320220073,NSE:769BR32-SG,769BR32
101000000011283,SDL GA 7.69% 2032,0.01,IN1420220049,NSE:769GA32-SG,769GA32
101000000011284,SDL HR 7.67% 2032,0.01,IN1620220229,NSE:767HR32-SG,767HR32
101000000011285,SDL MH 7.64% 2032,0.01,IN2220220114,NSE:764MH32-SG,764MH32
101000000011286,SDL MN 7.71% 2032,0.01,IN2320220048,NSE:771MN32-SG,771MN32
101000000011287,UPL LIMITED,0.05,INE628A01036,NSE:UPL-EQ,UPL
101000000011288,SDL RJ 7.65% 2032,0.01,IN2920220166,NSE:765RJ32A-SG,765RJ32A
101000000011289,SDL UP 7.68% 2032,0.01,IN3320220020,NSE:768UP32-SG,768UP32
101000000011291,SDL WB 7.68% 2032,0.01,IN3420220128,NSE:768WB32-SG,768WB32
101000000011292,SDL KL 7.69% 2040,0.01,IN2020220066,NSE:769KL40-SG,769KL40
101000000011293,UNIPHOS ENTERPRISES LTD,0.05,INE037A01022,NSE:UNIENTER-EQ,UNIENTER
101000000011294,SDL MZ 7.78% 2037,0.01,IN2520220053,NSE:778MZ37-SG,778MZ37
101000000011295,SDL WB 7.72% 2038,0.01,IN3420220136,NSE:772WB38-SG,772WB38
101000000011297,STANDARD INDUSTRIES LTD.,0.05,INE173A01025,NSE:SIL-EQ,SIL
101000000011299,SDL AP 7.6% 2028,0.01,IN1020220514,NSE:76AP28-SG,76AP28
101000000011301,LUX INDUSTRIES LIMITED,0.05,INE150G01020,NSE:LUXIND-EQ,LUXIND
101000000011309,BALAXI PHARMA LTD,0.05,INE618N01014,NSE:BALAXI-EQ,BALAXI
101000000011310,SEC RE NCD 8.65% SR.I,0.01,INE148I07LX8,NSE:IBULHSGFIN-YU,IBULHSGFIN
101000000011316,SEC RE NCD 9.05% SR.I,0.01,INE148I07LW0,NSE:IBULHSGFIN-YV,IBULHSGFIN
101000000011319,LICNAMC - LICNFENGP,0.01,INF767K01OS7,NSE:LICNETFN50-EQ,LICNETFN50
101000000011322,SEC RE NCD SR.II,0.01,INE148I07LY6,NSE:IBULHSGFIN-YW,IBULHSGFIN
101000000011324,SEC RE NCD SR.II,0.01,INE148I07LZ3,NSE:IBULHSGFIN-YX,IBULHSGFIN
101000000011325,MUKAND LTD.,0.05,INE304A01026,NSE:MUKANDLTD-EQ,MUKANDLTD
101000000011328,SEC RE NCD 8.33% SR.III,0.01,INE148I07MG1,NSE:IBULHSGFIN-YY,IBULHSGFIN
101000000011333,SEC RE NCD 8.70% SR.III,0.01,INE148I07MH9,NSE:IBULHSGFIN-YZ,IBULHSGFIN
101000000011335,SEC RE NCD 8.80% SR.IV,0.01,INE148I07MA4,NSE:IBULHSGFIN-Z1,IBULHSGFIN
101000000011337,SEC RE NCD 9.30% SR.IV,0.01,INE148I07MB2,NSE:IBULHSGFIN-Z2,IBULHSGFIN
101000000011339,SEC RE NCD SR.V,0.01,INE148I07MF3,NSE:IBULHSGFIN-Z3,IBULHSGFIN
10100000001134,APOLLO MICRO SYSTEMS LTD,0.05,INE713T01028,NSE:APOLLO-EQ,APOLLO
101000000011342,SEC RE NCD 8.47% SR.VI,0.01,INE148I07MI7,NSE:IBULHSGFIN-Z4,IBULHSGFIN
101000000011343,AFFLE (INDIA) LIMITED,0.05,INE00WC01027,NSE:AFFLE-EQ,AFFLE
10100000001135,G-TEC JAINX EDUCATION LTD,0.05,INE586X01012,NSE:GTECJAINX-BE,GTECJAINX
101000000011351,PETRONET LNG LIMITED,0.05,INE347G01014,NSE:PETRONET-EQ,PETRONET
101000000011352,SEC RE NCD 8.94% SR.VI,0.01,INE148I07MJ5,NSE:IBULHSGFIN-Z5,IBULHSGFIN
101000000011355,PTC INDIA LIMITED,0.05,INE877F01012,NSE:PTC-EQ,PTC
101000000011356,SEC RE NCD 9.05% SR.VII,0.01,INE148I07MD8,NSE:IBULHSGFIN-Z6,IBULHSGFIN
101000000011360,DHANLAXMI BANK LIMITED,0.05,INE680A01011,NSE:DHANBANK-BE,DHANBANK
101000000011361,SEC RE NCD 9.55% SR.VII,0.01,INE148I07ME6,NSE:IBULHSGFIN-Z7,IBULHSGFIN
101000000011364,VAIBHAV GLOBAL LIMITED,0.05,INE884A01027,NSE:VAIBHAVGBL-EQ,VAIBHAVGBL
101000000011365,SEC RE NCD 8.70% SR.VIII,0.01,INE148I07MK3,NSE:IBULHSGFIN-Z8,IBULHSGFIN
101000000011368,SEC RE NCD 9.15% SR.VIII,0.01,INE148I07ML1,NSE:IBULHSGFIN-Z9,IBULHSGFIN
101000000011369,TTK HEALTHCARE LIMITED,0.05,INE910C01018,NSE:TTKHLTCARE-EQ,TTKHLTCARE
101000000011373,BIOCON LIMITED.,0.05,INE376G01013,NSE:BIOCON-EQ,BIOCON
101000000011377,BANK OF MAHARASHTRA,0.05,INE457A01014,NSE:MAHABANK-EQ,MAHABANK
101000000011378,TIPS FILMS LIMITED,0.05,INE0LQS01015,NSE:TIPSFILMS-BE,TIPSFILMS
101000000011386,ICICIPRAMC - ICICIBANKP,0.01,INF109KC18U7,NSE:PVTBANIETF-EQ,PVTBANIETF
101000000011387,UMANG DAIRIES LIMITED,0.05,INE864B01027,NSE:UMANGDAIRY-EQ,UMANGDAIRY
10100000001139,GIC HOUSING FINANCE LTD,0.05,INE289B01019,NSE:GICHSGFIN-EQ,GICHSGFIN
101000000011390,SDL MH 7.76% 2030,0.01,IN2220220122,NSE:776MH30-SG,776MH30
101000000011394,ZOTA HEALTH CARE LIMITED,0.05,INE358U01012,NSE:ZOTA-EQ,ZOTA
101000000011399,SALZER ELECTRONICS LTD,0.05,INE457F01013,NSE:SALZERELEC-EQ,SALZERELEC
101000000011400,SDL GJ 7.75% 2032,0.01,IN1520220105,NSE:775GJ32-SG,775GJ32
101000000011401,SDL MZ 7.78% 2032,0.01,IN2520220061,NSE:778MZ32-SG,778MZ32
101000000011403,POONAWALLA FINCORP LTD,0.05,INE511C01022,NSE:POONAWALLA-EQ,POONAWALLA
101000000011404,SDL RJ 7.79% 2032,0.01,IN2920220174,NSE:779RJ32-SG,779RJ32
101000000011405,SDL TN 7.79% 2032,0.01,IN3120220170,NSE:779TN32-SG,779TN32
101000000011407,XPRO INDIA LIMITED,0.05,INE445C01015,NSE:XPROINDIA-EQ,XPROINDIA
101000000011408,SDL UP 7.81% 2032,0.01,IN3320220038,NSE:781UP32-SG,781UP32
101000000011409,SDL TS 7.84% 2034,0.01,IN4520220190,NSE:784TS34-SG,784TS34
101000000011411,RAMKRISHNA FORGINGS LTD,0.05,INE399G01023,NSE:RKFORGE-EQ,RKFORGE
101000000011412,SDL AP 7.82% 2035,0.01,IN1020220530,NSE:782AP35-SG,782AP35
101000000011413,SDL TS 7.83% 2035,0.01,IN4520220208,NSE:783TS35-SG,783TS35
101000000011415,SDL TS 7.83% 2036,0.01,IN4520220216,NSE:783TS36-SG,783TS36
101000000011416,SDL PN 7.7% 2042,0.01,IN2820220100,NSE:77PN42-SG,77PN42
101000000011417,SDL AP 7.74% 2042,0.01,IN1020220548,NSE:774AP42-SG,774AP42
101000000011418,SDL RJ 7.74% 2042,0.01,IN2920220182,NSE:774RJ42-SG,774RJ42
10100000001142,GINNI FILAMENTS LTD,0.05,INE424C01010,NSE:GINNIFILA-EQ,GINNIFILA
101000000011423,DATAMATICS GLOBAL SER LTD,0.05,INE365B01017,NSE:DATAMATICS-EQ,DATAMATICS
101000000011424,SDL KL 7.7% 2047,0.01,IN2020220074,NSE:77KL47-SG,77KL47
101000000011427,NDTV LTD,0.05,INE155G01029,NSE:NDTV-EQ,NDTV
10100000001143,NIPPON INDIA- NIMFXX,0.01,INF204KB18W4,NSE:SDL24BEES-EQ,SDL24BEES
101000000011432,KRITI NUTRIENTS LIMITED,0.05,INE798K01010,NSE:KRITINUT-EQ,KRITINUT
101000000011435,SPANDANA SPHOORTY FIN LTD,0.05,INE572J01011,NSE:SPANDANA-EQ,SPANDANA
101000000011439,NIP IND ETF BANK BEES,0.01,INF204KB15I9,NSE:BANKBEES-EQ,BANKBEES
101000000011441,LICNAMC - LICNFESGP,0.01,INF767K01OT5,NSE:LICNETFSEN-EQ,LICNETFSEN
101000000011445,PILANI INV & IND COR LTD,0.05,INE417C01014,NSE:PILANIINVS-EQ,PILANIINVS
101000000011447,CYBER MEDIA RES & SER LTD,0.05,INE075Z01011,NSE:CMRSL-SM,CMRSL
10100000001145,GUJ IND POW CO. LTD,0.05,INE162A01010,NSE:GIPCL-EQ,GIPCL
101000000011452,CCL PRODUCTS (I) LTD,0.05,INE421D01022,NSE:CCL-EQ,CCL
101000000011457,KOTAKMAMC - KTKNV20ETF,0.01,INF174K01Z71,NSE:NV20-EQ,NV20
101000000011460,JAIPRAKASH ASSOCIATES LTD,0.05,INE455F01025,NSE:JPASSOCIAT-EQ,JPASSOCIAT
101000000011467,QMS MEDICAL ALLIED S LTD,0.05,INE0FMW01018,NSE:QMSMEDI-SM,QMSMEDI
101000000011471,EXCEL INDUSTRIES LTD,0.05,INE369A01029,NSE:EXCELINDUS-EQ,EXCELINDUS
101000000011472,LLOYDS LUXURIES LIMITED,0.05,INE0DTQ01028,NSE:LLOYDS-SM,LLOYDS
101000000011483,LARSEN & TOUBRO LTD.,0.05,INE018A01030,NSE:LT-EQ,LT
101000000011488,KRIDHAN INFRA LIMITED,0.05,INE524L01026,NSE:KRIDHANINF-BE,KRIDHANINF
101000000011491,APAR INDUSTRIES LTD.,0.05,INE372A01015,NSE:APARINDS-EQ,APARINDS
101000000011492,SWASTIK PIPE LIMITED,0.05,INE0DGC01025,NSE:SWASTIK-SM,SWASTIK
101000000011496,AMBICA AGAR & AROMAINDLTD,0.05,INE792B01012,NSE:AMBICAAGAR-EQ,AMBICAAGAR
101000000011498,ADITYA BIRLA FAS & RT LTD,0.05,INE647O13016,NSE:ABFRL-W1,ABFRL
101000000011501,FROG CELLSAT LIMITED,0.05,INE385O01018,NSE:FROG-SM,FROG
101000000011505,SDL AS 7.85% 2032,0.01,IN1220220116,NSE:785AS32A-SG,785AS32A
101000000011506,SDL GJ 7.81% 2032,0.01,IN1520220113,NSE:781GJ32-SG,781GJ32
101000000011507,SDL HR 7.83% 2032,0.01,IN1620220237,NSE:783HR32-SG,783HR32
101000000011509,SDL SK 7.85% 2032,0.01,IN3020220031,NSE:785SK32-SG,785SK32
101000000011510,SDL UK 7.85% 2032,0.01,IN3620220019,NSE:785UK32-SG,785UK32
101000000011512,CENTURY EXTRUSIONS LTD,0.05,INE281A01026,NSE:CENTEXT-BE,CENTEXT
101000000011513,SDL BR 7.85% 2032,0.01,IN1320220081,NSE:785BR32-SG,785BR32
101000000011514,SDL AP 7.85% 2040,0.01,IN1020220555,NSE:785AP40-SG,785AP40
101000000011515,SDL PN 7.85% 2042,0.01,IN2820220118,NSE:785PN42-SG,785PN42
101000000011520,SECUR CREDENTIALS LIMITED,0.05,INE195Y01010,NSE:SECURCRED-EQ,SECURCRED
101000000011522,NIIT LIMITED,0.05,INE161A01038,NSE:NIITLTD-EQ,NIITLTD
10100000001153,GLAXOSMITHKLINE PHARMA LT,0.05,INE159A01016,NSE:GLAXO-EQ,GLAXO
101000000011530,ELECTRONICS MART IND LTD,0.05,INE02YR01019,NSE:EMIL-EQ,EMIL
101000000011532,ULTRATECH CEMENT LIMITED,0.05,INE481G01011,NSE:ULTRACEMCO-EQ,ULTRACEMCO
101000000011536,TATA CONSULTANCY SERV LT,0.05,INE467B01029,NSE:TCS-EQ,TCS
101000000011538,HDFCAMC - HDFCMOMENT,0.01,INF179KC1HV6,NSE:HDFCMOMENT-EQ,HDFCMOMENT
101000000011543,COFORGE LIMITED,0.05,INE591G01017,NSE:COFORGE-EQ,COFORGE
101000000011547,HDFCAMC - HDFCLOWVOL,0.01,INF179KC1HU8,NSE:HDFCLOWVOL-EQ,HDFCLOWVOL
101000000011549,TEXMACO INFRA & HOLDG LTD,0.05,INE435C01024,NSE:TEXINFRA-EQ,TEXINFRA
101000000011559,HDFCAMC - HDFC1359DD,0.01,INF179KC1DP7,NSE:HDFC1359DD-MF,HDFC1359DD
101000000011560,HDFCAMC - HDFC1359DG,0.01,INF179KC1DO0,NSE:HDFC1359DG-MF,HDFC1359DG
101000000011561,HDFCAMC - HDFC1359DQ,0.01,INF179KC1DQ5,NSE:HDFC1359DQ-MF,HDFC1359DQ
101000000011562,HDFCAMC - HDFC1359RD,0.01,INF179KC1DS1,NSE:HDFC1359RD-MF,HDFC1359RD
101000000011563,HDFCAMC - HDFC1359RG,0.01,INF179KC1DR3,NSE:HDFC1359RG-MF,HDFC1359RG
101000000011565,HDFCAMC - HDFC1359RQ,0.01,INF179KC1DT9,NSE:HDFC1359RQ-MF,HDFC1359RQ
101000000011566,DC INFOTECH AND COMUN LTD,0.05,INE0A1101019,NSE:DCI-EQ,DCI
10100000001157,SDL AR 6.54% 2030,0.01,IN1120200036,NSE:654AR30-SG,654AR30
101000000011571,PIRAMAL PHARMA LIMITED,0.05,INE0DK501011,NSE:PPLPHARMA-EQ,PPLPHARMA
101000000011573,FORCE MOTORS LIMITED,0.05,INE451A01017,NSE:FORCEMOT-EQ,FORCEMOT
10100000001158,SDL KA 6.49% 2030,0.01,IN1920200418,NSE:649KA30A-SG,649KA30A
101000000011580,WESTLIFE FOODWORLD LTD,0.05,INE274F01020,NSE:WESTLIFE-EQ,WESTLIFE
101000000011581,GP PETROLEUMS LIMITED,0.05,INE586G01017,NSE:GULFPETRO-EQ,GULFPETRO
101000000011582,TRACXN TECHNOLOGIES LTD,0.05,INE0HMF01019,NSE:TRACXN-EQ,TRACXN
101000000011588,SDL GJ 7.41% 2026,0.01,IN1520220121,NSE:741GJ26-SG,741GJ26
101000000011589,SDL GJ 7.62% 2029,0.01,IN1520220139,NSE:762GJ29-SG,762GJ29
101000000011590,SDL MH 7.7% 2030,0.01,IN2220220130,NSE:77MH30-SG,77MH30
101000000011591,HDFCAMC - HDFCNIFTY,0.01,INF179KC1965,NSE:HDFCNIFTY-EQ,HDFCNIFTY
101000000011593,HDFCAMC - HDFCSENSEX,0.01,INF179KC1HX2,NSE:HDFCSENSEX-EQ,HDFCSENSEX
101000000011595,SURANA TELECOM AND POW LT,0.05,INE130B01031,NSE:SURANAT&P-BE,SURANAT&P
101000000011596,LINCOLN PHARMA LTD,0.05,INE405C01035,NSE:LINCOLN-EQ,LINCOLN
101000000011597,SDL GA 7.74% 2032,0.01,IN1420220056,NSE:774GA32-SG,774GA32
101000000011598,SDL BR 7.73% 2032,0.01,IN1320220099,NSE:773BR32-SG,773BR32
10100000001160,SDL RJ 6.54% 2030,0.01,IN2920200481,NSE:654RJ30A-SG,654RJ30A
101000000011602,IND-SWIFT LIMITED,0.05,INE788B01028,NSE:INDSWFTLTD-EQ,INDSWFTLTD
101000000011603,SDL UP 7.81% 2034,0.01,IN3320220046,NSE:781UP34-SG,781UP34
101000000011604,SDL JK 7.77% 2037,0.01,IN4920220055,NSE:777JK37-SG,777JK37
101000000011606,GUFIC BIOSCIENCES LTD.,0.05,INE742B01025,NSE:GUFICBIO-EQ,GUFICBIO
101000000011607,SDL WB 7.74% 2039,0.01,IN3420220144,NSE:774WB39-SG,774WB39
101000000011612,PHANTOM DIGITAL EFF LTD,0.05,INE0MLZ01019,NSE:PHANTOMFX-SM,PHANTOMFX
101000000011618,ASTRA MICROWAVE LTD,0.05,INE386C01029,NSE:ASTRAMICRO-EQ,ASTRAMICRO
101000000011619,GOLDEN TOBACCO LIMITED,0.05,INE973A01010,NSE:GOLDENTOBC-BZ,GOLDENTOBC
101000000011624,TIL LTD,0.05,INE806C01018,NSE:TIL-BZ,TIL
101000000011626,WELSPUN ENTERPRISES LTD.,0.05,INE625G01013,NSE:WELENT-EQ,WELENT
